Comunidades y ciudades autónomas;Sexo;Edad;Periodo;
12 Galicia;Hombres;De 41 a 50 años;2017;2.597
12 Galicia;Hombres;De 41 a 50 años;2016;2.456
12 Galicia;Hombres;De 41 a 50 años;2015;2.340
12 Galicia;Hombres;De 41 a 50 años;2014;2.293
12 Galicia;Hombres;De 41 a 50 años;2013;2.358
12 Galicia;Hombres;De 51 a 60 años;2019;1.543
12 Galicia;Hombres;De 51 a 60 años;2018;1.323
12 Galicia;Hombres;De 51 a 60 años;2017;1.454
12 Galicia;Hombres;De 51 a 60 años;2016;1.315
12 Galicia;Hombres;De 51 a 60 años;2015;1.251
12 Galicia;Hombres;De 51 a 60 años;2014;1.242
12 Galicia;Hombres;De 51 a 60 años;2013;1.215
12 Galicia;Hombres;De 61 a 70 años;2019;641
12 Galicia;Hombres;De 61 a 70 años;2018;585
12 Galicia;Hombres;De 61 a 70 años;2017;602
12 Galicia;Hombres;De 61 a 70 años;2016;543
12 Galicia;Hombres;De 61 a 70 años;2015;442
12 Galicia;Hombres;De 61 a 70 años;2014;424
12 Galicia;Hombres;De 61 a 70 años;2013;412
12 Galicia;Hombres;71 y más años;2019;255
12 Galicia;Hombres;71 y más años;2018;204
12 Galicia;Hombres;71 y más años;2017;195
12 Galicia;Hombres;71 y más años;2016;163
12 Galicia;Hombres;71 y más años;2015;139
12 Galicia;Hombres;71 y más años;2014;138
12 Galicia;Hombres;71 y más años;2013;122
12 Galicia;Mujeres;Total ;2019;2.648
12 Galicia;Mujeres;Total ;2018;2.168
12 Galicia;Mujeres;Total ;2017;2.511
12 Galicia;Mujeres;Total ;2016;2.244
12 Galicia;Mujeres;Total ;2015;1.528
12 Galicia;Mujeres;Total ;2014;1.351
12 Galicia;Mujeres;Total ;2013;1.188
12 Galicia;Mujeres;De 18 a 20 años;2019;217
12 Galicia;Mujeres;De 18 a 20 años;2018;166
12 Galicia;Mujeres;De 18 a 20 años;2017;224
12 Galicia;Mujeres;De 18 a 20 años;2016;188
12 Galicia;Mujeres;De 18 a 20 años;2015;102
12 Galicia;Mujeres;De 18 a 20 años;2014;98
12 Galicia;Mujeres;De 18 a 20 años;2013;86
12 Galicia;Mujeres;De 21 a 25 años;2019;334
12 Galicia;Mujeres;De 21 a 25 años;2018;252
12 Galicia;Mujeres;De 21 a 25 años;2017;346
12 Galicia;Mujeres;De 21 a 25 años;2016;339
12 Galicia;Mujeres;De 21 a 25 años;2015;200
12 Galicia;Mujeres;De 21 a 25 años;2014;189
12 Galicia;Mujeres;De 21 a 25 años;2013;198
12 Galicia;Mujeres;De 26 a 30 años;2019;320
12 Galicia;Mujeres;De 26 a 30 años;2018;260
12 Galicia;Mujeres;De 26 a 30 años;2017;335
12 Galicia;Mujeres;De 26 a 30 años;2016;282
12 Galicia;Mujeres;De 26 a 30 años;2015;244
12 Galicia;Mujeres;De 26 a 30 años;2014;209
12 Galicia;Mujeres;De 26 a 30 años;2013;200
12 Galicia;Mujeres;De 31 a 35 años;2019;339
12 Galicia;Mujeres;De 31 a 35 años;2018;308
12 Galicia;Mujeres;De 31 a 35 años;2017;308
12 Galicia;Mujeres;De 31 a 35 años;2016;336
12 Galicia;Mujeres;De 31 a 35 años;2015;252
12 Galicia;Mujeres;De 31 a 35 años;2014;248
12 Galicia;Mujeres;De 31 a 35 años;2013;172
12 Galicia;Mujeres;De 36 a 40 años;2019;353
12 Galicia;Mujeres;De 36 a 40 años;2018;306
12 Galicia;Mujeres;De 36 a 40 años;2017;317
12 Galicia;Mujeres;De 36 a 40 años;2016;289
12 Galicia;Mujeres;De 36 a 40 años;2015;219
12 Galicia;Mujeres;De 36 a 40 años;2014;184
12 Galicia;Mujeres;De 36 a 40 años;2013;162
12 Galicia;Mujeres;De 41 a 50 años;2019;600
12 Galicia;Mujeres;De 41 a 50 años;2018;480
12 Galicia;Mujeres;De 41 a 50 años;2017;521
12 Galicia;Mujeres;De 41 a 50 años;2016;450
12 Galicia;Mujeres;De 41 a 50 años;2015;324
12 Galicia;Mujeres;De 41 a 50 años;2014;258
12 Galicia;Mujeres;De 41 a 50 años;2013;247
12 Galicia;Mujeres;De 51 a 60 años;2019;297
12 Galicia;Mujeres;De 51 a 60 años;2018;252
12 Galicia;Mujeres;De 51 a 60 años;2017;271
12 Galicia;Mujeres;De 51 a 60 años;2016;228
12 Galicia;Mujeres;De 51 a 60 años;2015;130
12 Galicia;Mujeres;De 51 a 60 años;2014;109
12 Galicia;Mujeres;De 51 a 60 años;2013;87
12 Galicia;Mujeres;De 61 a 70 años;2019;128
12 Galicia;Mujeres;De 61 a 70 años;2018;101
12 Galicia;Mujeres;De 61 a 70 años;2017;137
12 Galicia;Mujeres;De 61 a 70 años;2016;88
12 Galicia;Mujeres;De 61 a 70 años;2015;45
12 Galicia;Mujeres;De 61 a 70 años;2014;45
12 Galicia;Mujeres;De 61 a 70 años;2013;26
12 Galicia;Mujeres;71 y más años;2019;60
12 Galicia;Mujeres;71 y más años;2018;43
12 Galicia;Mujeres;71 y más años;2017;52
12 Galicia;Mujeres;71 y más años;2016;44
12 Galicia;Mujeres;71 y más años;2015;12
12 Galicia;Mujeres;71 y más años;2014;11
12 Galicia;Mujeres;71 y más años;2013;10
13 Madrid, Comunidad de;Total;Total ;2019;38.169
13 Madrid, Comunidad de;Total;Total ;2018;39.667
13 Madrid, Comunidad de;Total;Total ;2017;39.408
13 Madrid, Comunidad de;Total;Total ;2016;35.182
13 Madrid, Comunidad de;Total;Total ;2015;26.973
13 Madrid, Comunidad de;Total;Total ;2014;26.960
13 Madrid, Comunidad de;Total;Total ;2013;27.374
13 Madrid, Comunidad de;Total;De 18 a 20 años;2019;3.258
13 Madrid, Comunidad de;Total;De 18 a 20 años;2018;3.701
13 Madrid, Comunidad de;Total;De 18 a 20 años;2017;4.063
13 Madrid, Comunidad de;Total;De 18 a 20 años;2016;3.312
13 Madrid, Comunidad de;Total;De 18 a 20 años;2015;2.266
13 Madrid, Comunidad de;Total;De 18 a 20 años;2014;2.350
13 Madrid, Comunidad de;Total;De 18 a 20 años;2013;2.250
13 Madrid, Comunidad de;Total;De 21 a 25 años;2019;5.507
13 Madrid, Comunidad de;Total;De 21 a 25 años;2018;5.846
13 Madrid, Comunidad de;Total;De 21 a 25 años;2017;5.987
13 Madrid, Comunidad de;Total;De 21 a 25 años;2016;5.591
13 Madrid, Comunidad de;Total;De 21 a 25 años;2015;4.059
13 Madrid, Comunidad de;Total;De 21 a 25 años;2014;4.301
13 Madrid, Comunidad de;Total;De 21 a 25 años;2013;4.264
13 Madrid, Comunidad de;Total;De 26 a 30 años;2019;5.456
13 Madrid, Comunidad de;Total;De 26 a 30 años;2018;5.735
13 Madrid, Comunidad de;Total;De 26 a 30 años;2017;5.876
13 Madrid, Comunidad de;Total;De 26 a 30 años;2016;5.366
13 Madrid, Comunidad de;Total;De 26 a 30 años;2015;4.216
13 Madrid, Comunidad de;Total;De 26 a 30 años;2014;4.258
13 Madrid, Comunidad de;Total;De 26 a 30 años;2013;4.508
13 Madrid, Comunidad de;Total;De 31 a 35 años;2019;5.384
13 Madrid, Comunidad de;Total;De 31 a 35 años;2018;5.631
13 Madrid, Comunidad de;Total;De 31 a 35 años;2017;5.530
13 Madrid, Comunidad de;Total;De 31 a 35 años;2016;5.153
13 Madrid, Comunidad de;Total;De 31 a 35 años;2015;4.246
13 Madrid, Comunidad de;Total;De 31 a 35 años;2014;4.444
13 Madrid, Comunidad de;Total;De 31 a 35 años;2013;4.663
13 Madrid, Comunidad de;Total;De 36 a 40 años;2019;5.243
13 Madrid, Comunidad de;Total;De 36 a 40 años;2018;5.513
13 Madrid, Comunidad de;Total;De 36 a 40 años;2017;5.329
13 Madrid, Comunidad de;Total;De 36 a 40 años;2016;4.876
13 Madrid, Comunidad de;Total;De 36 a 40 años;2015;3.954
13 Madrid, Comunidad de;Total;De 36 a 40 años;2014;3.959
13 Madrid, Comunidad de;Total;De 36 a 40 años;2013;3.958
13 Madrid, Comunidad de;Total;De 41 a 50 años;2019;8.034
13 Madrid, Comunidad de;Total;De 41 a 50 años;2018;8.184
13 Madrid, Comunidad de;Total;De 41 a 50 años;2017;7.899
13 Madrid, Comunidad de;Total;De 41 a 50 años;2016;6.975
13 Madrid, Comunidad de;Total;De 41 a 50 años;2015;5.482
13 Madrid, Comunidad de;Total;De 41 a 50 años;2014;5.148
13 Madrid, Comunidad de;Total;De 41 a 50 años;2013;5.257
13 Madrid, Comunidad de;Total;De 51 a 60 años;2019;3.690
13 Madrid, Comunidad de;Total;De 51 a 60 años;2018;3.554
13 Madrid, Comunidad de;Total;De 51 a 60 años;2017;3.371
13 Madrid, Comunidad de;Total;De 51 a 60 años;2016;2.814
13 Madrid, Comunidad de;Total;De 51 a 60 años;2015;2.084
13 Madrid, Comunidad de;Total;De 51 a 60 años;2014;1.856
13 Madrid, Comunidad de;Total;De 51 a 60 años;2013;1.853
13 Madrid, Comunidad de;Total;De 61 a 70 años;2019;1.235
13 Madrid, Comunidad de;Total;De 61 a 70 años;2018;1.147
13 Madrid, Comunidad de;Total;De 61 a 70 años;2017;1.021
13 Madrid, Comunidad de;Total;De 61 a 70 años;2016;833
13 Madrid, Comunidad de;Total;De 61 a 70 años;2015;549
13 Madrid, Comunidad de;Total;De 61 a 70 años;2014;505
13 Madrid, Comunidad de;Total;De 61 a 70 años;2013;505
13 Madrid, Comunidad de;Total;71 y más años;2019;362
13 Madrid, Comunidad de;Total;71 y más años;2018;356
13 Madrid, Comunidad de;Total;71 y más años;2017;332
13 Madrid, Comunidad de;Total;71 y más años;2016;262
13 Madrid, Comunidad de;Total;71 y más años;2015;117
13 Madrid, Comunidad de;Total;71 y más años;2014;139
13 Madrid, Comunidad de;Total;71 y más años;2013;116
13 Madrid, Comunidad de;Hombres;Total ;2019;28.341
13 Madrid, Comunidad de;Hombres;Total ;2018;29.338
13 Madrid, Comunidad de;Hombres;Total ;2017;28.715
13 Madrid, Comunidad de;Hombres;Total ;2016;26.754
13 Madrid, Comunidad de;Hombres;Total ;2015;22.813
13 Madrid, Comunidad de;Hombres;Total ;2014;23.439
13 Madrid, Comunidad de;Hombres;Total ;2013;23.991
13 Madrid, Comunidad de;Hombres;De 18 a 20 años;2019;2.330
13 Madrid, Comunidad de;Hombres;De 18 a 20 años;2018;2.566
13 Madrid, Comunidad de;Hombres;De 18 a 20 años;2017;2.661
13 Madrid, Comunidad de;Hombres;De 18 a 20 años;2016;2.344
13 Madrid, Comunidad de;Hombres;De 18 a 20 años;2015;1.923
13 Madrid, Comunidad de;Hombres;De 18 a 20 años;2014;2.003
13 Madrid, Comunidad de;Hombres;De 18 a 20 años;2013;1.943
13 Madrid, Comunidad de;Hombres;De 21 a 25 años;2019;4.094
13 Madrid, Comunidad de;Hombres;De 21 a 25 años;2018;4.229
13 Madrid, Comunidad de;Hombres;De 21 a 25 años;2017;4.201
13 Madrid, Comunidad de;Hombres;De 21 a 25 años;2016;4.151
13 Madrid, Comunidad de;Hombres;De 21 a 25 años;2015;3.412
13 Madrid, Comunidad de;Hombres;De 21 a 25 años;2014;3.660
13 Madrid, Comunidad de;Hombres;De 21 a 25 años;2013;3.648
13 Madrid, Comunidad de;Hombres;De 26 a 30 años;2019;4.001
13 Madrid, Comunidad de;Hombres;De 26 a 30 años;2018;4.165
13 Madrid, Comunidad de;Hombres;De 26 a 30 años;2017;4.263
13 Madrid, Comunidad de;Hombres;De 26 a 30 años;2016;4.107
13 Madrid, Comunidad de;Hombres;De 26 a 30 años;2015;3.524
13 Madrid, Comunidad de;Hombres;De 26 a 30 años;2014;3.668
13 Madrid, Comunidad de;Hombres;De 26 a 30 años;2013;3.977
13 Madrid, Comunidad de;Hombres;De 31 a 35 años;2019;4.050
13 Madrid, Comunidad de;Hombres;De 31 a 35 años;2018;4.282
13 Madrid, Comunidad de;Hombres;De 31 a 35 años;2017;4.170
13 Madrid, Comunidad de;Hombres;De 31 a 35 años;2016;3.965
13 Madrid, Comunidad de;Hombres;De 31 a 35 años;2015;3.640
13 Madrid, Comunidad de;Hombres;De 31 a 35 años;2014;3.859
13 Madrid, Comunidad de;Hombres;De 31 a 35 años;2013;4.087
13 Madrid, Comunidad de;Hombres;De 36 a 40 años;2019;3.981
13 Madrid, Comunidad de;Hombres;De 36 a 40 años;2018;4.139
13 Madrid, Comunidad de;Hombres;De 36 a 40 años;2017;4.033
13 Madrid, Comunidad de;Hombres;De 36 a 40 años;2016;3.789
13 Madrid, Comunidad de;Hombres;De 36 a 40 años;2015;3.322
13 Madrid, Comunidad de;Hombres;De 36 a 40 años;2014;3.479
13 Madrid, Comunidad de;Hombres;De 36 a 40 años;2013;3.477
13 Madrid, Comunidad de;Hombres;De 41 a 50 años;2019;6.107
13 Madrid, Comunidad de;Hombres;De 41 a 50 años;2018;6.292
13 Madrid, Comunidad de;Hombres;De 41 a 50 años;2017;6.024
13 Madrid, Comunidad de;Hombres;De 41 a 50 años;2016;5.483
13 Madrid, Comunidad de;Hombres;De 41 a 50 años;2015;4.647
13 Madrid, Comunidad de;Hombres;De 41 a 50 años;2014;4.552
13 Madrid, Comunidad de;Hombres;De 41 a 50 años;2013;4.658
13 Madrid, Comunidad de;Hombres;De 51 a 60 años;2019;2.733
13 Madrid, Comunidad de;Hombres;De 51 a 60 años;2018;2.608
13 Madrid, Comunidad de;Hombres;De 51 a 60 años;2017;2.424
13 Madrid, Comunidad de;Hombres;De 51 a 60 años;2016;2.135
13 Madrid, Comunidad de;Hombres;De 51 a 60 años;2015;1.780
13 Madrid, Comunidad de;Hombres;De 51 a 60 años;2014;1.635
13 Madrid, Comunidad de;Hombres;De 51 a 60 años;2013;1.641
13 Madrid, Comunidad de;Hombres;De 61 a 70 años;2019;807
13 Madrid, Comunidad de;Hombres;De 61 a 70 años;2018;804
13 Madrid, Comunidad de;Hombres;De 61 a 70 años;2017;698
13 Madrid, Comunidad de;Hombres;De 61 a 70 años;2016;596
13 Madrid, Comunidad de;Hombres;De 61 a 70 años;2015;472
13 Madrid, Comunidad de;Hombres;De 61 a 70 años;2014;451
13 Madrid, Comunidad de;Hombres;De 61 a 70 años;2013;456
13 Madrid, Comunidad de;Hombres;71 y más años;2019;238
13 Madrid, Comunidad de;Hombres;71 y más años;2018;253
13 Madrid, Comunidad de;Hombres;71 y más años;2017;241
13 Madrid, Comunidad de;Hombres;71 y más años;2016;184
13 Madrid, Comunidad de;Hombres;71 y más años;2015;93
13 Madrid, Comunidad de;Hombres;71 y más años;2014;132
13 Madrid, Comunidad de;Hombres;71 y más años;2013;104
13 Madrid, Comunidad de;Mujeres;Total ;2019;9.828
13 Madrid, Comunidad de;Mujeres;Total ;2018;10.329
13 Madrid, Comunidad de;Mujeres;Total ;2017;10.693
13 Madrid, Comunidad de;Mujeres;Total ;2016;8.428
13 Madrid, Comunidad de;Mujeres;Total ;2015;4.160
13 Madrid, Comunidad de;Mujeres;Total ;2014;3.521
13 Madrid, Comunidad de;Mujeres;Total ;2013;3.383
13 Madrid, Comunidad de;Mujeres;De 18 a 20 años;2019;928
13 Madrid, Comunidad de;Mujeres;De 18 a 20 años;2018;1.135
13 Madrid, Comunidad de;Mujeres;De 18 a 20 años;2017;1.402
13 Madrid, Comunidad de;Mujeres;De 18 a 20 años;2016;968
13 Madrid, Comunidad de;Mujeres;De 18 a 20 años;2015;343
13 Madrid, Comunidad de;Mujeres;De 18 a 20 años;2014;347
13 Madrid, Comunidad de;Mujeres;De 18 a 20 años;2013;307
13 Madrid, Comunidad de;Mujeres;De 21 a 25 años;2019;1.413
13 Madrid, Comunidad de;Mujeres;De 21 a 25 años;2018;1.617
13 Madrid, Comunidad de;Mujeres;De 21 a 25 años;2017;1.786
13 Madrid, Comunidad de;Mujeres;De 21 a 25 años;2016;1.440
13 Madrid, Comunidad de;Mujeres;De 21 a 25 años;2015;647
13 Madrid, Comunidad de;Mujeres;De 21 a 25 años;2014;641
13 Madrid, Comunidad de;Mujeres;De 21 a 25 años;2013;616
13 Madrid, Comunidad de;Mujeres;De 26 a 30 años;2019;1.455
13 Madrid, Comunidad de;Mujeres;De 26 a 30 años;2018;1.570
13 Madrid, Comunidad de;Mujeres;De 26 a 30 años;2017;1.613
13 Madrid, Comunidad de;Mujeres;De 26 a 30 años;2016;1.259
13 Madrid, Comunidad de;Mujeres;De 26 a 30 años;2015;692
13 Madrid, Comunidad de;Mujeres;De 26 a 30 años;2014;590
13 Madrid, Comunidad de;Mujeres;De 26 a 30 años;2013;531
13 Madrid, Comunidad de;Mujeres;De 31 a 35 años;2019;1.334
13 Madrid, Comunidad de;Mujeres;De 31 a 35 años;2018;1.349
13 Madrid, Comunidad de;Mujeres;De 31 a 35 años;2017;1.360
13 Madrid, Comunidad de;Mujeres;De 31 a 35 años;2016;1.188
13 Madrid, Comunidad de;Mujeres;De 31 a 35 años;2015;606
13 Madrid, Comunidad de;Mujeres;De 31 a 35 años;2014;585
13 Madrid, Comunidad de;Mujeres;De 31 a 35 años;2013;576
13 Madrid, Comunidad de;Mujeres;De 36 a 40 años;2019;1.262
13 Madrid, Comunidad de;Mujeres;De 36 a 40 años;2018;1.374
13 Madrid, Comunidad de;Mujeres;De 36 a 40 años;2017;1.296
13 Madrid, Comunidad de;Mujeres;De 36 a 40 años;2016;1.087
13 Madrid, Comunidad de;Mujeres;De 36 a 40 años;2015;632
13 Madrid, Comunidad de;Mujeres;De 36 a 40 años;2014;480
13 Madrid, Comunidad de;Mujeres;De 36 a 40 años;2013;481
13 Madrid, Comunidad de;Mujeres;De 41 a 50 años;2019;1.927
13 Madrid, Comunidad de;Mujeres;De 41 a 50 años;2018;1.892
13 Madrid, Comunidad de;Mujeres;De 41 a 50 años;2017;1.875
13 Madrid, Comunidad de;Mujeres;De 41 a 50 años;2016;1.492
13 Madrid, Comunidad de;Mujeres;De 41 a 50 años;2015;835
13 Madrid, Comunidad de;Mujeres;De 41 a 50 años;2014;596
13 Madrid, Comunidad de;Mujeres;De 41 a 50 años;2013;599
13 Madrid, Comunidad de;Mujeres;De 51 a 60 años;2019;957
13 Madrid, Comunidad de;Mujeres;De 51 a 60 años;2018;946
13 Madrid, Comunidad de;Mujeres;De 51 a 60 años;2017;947
13 Madrid, Comunidad de;Mujeres;De 51 a 60 años;2016;679
13 Madrid, Comunidad de;Mujeres;De 51 a 60 años;2015;304
13 Madrid, Comunidad de;Mujeres;De 51 a 60 años;2014;221
13 Madrid, Comunidad de;Mujeres;De 51 a 60 años;2013;212
13 Madrid, Comunidad de;Mujeres;De 61 a 70 años;2019;428
13 Madrid, Comunidad de;Mujeres;De 61 a 70 años;2018;343
13 Madrid, Comunidad de;Mujeres;De 61 a 70 años;2017;323
13 Madrid, Comunidad de;Mujeres;De 61 a 70 años;2016;237
13 Madrid, Comunidad de;Mujeres;De 61 a 70 años;2015;77
13 Madrid, Comunidad de;Mujeres;De 61 a 70 años;2014;54
13 Madrid, Comunidad de;Mujeres;De 61 a 70 años;2013;49
13 Madrid, Comunidad de;Mujeres;71 y más años;2019;124
13 Madrid, Comunidad de;Mujeres;71 y más años;2018;103
13 Madrid, Comunidad de;Mujeres;71 y más años;2017;91
13 Madrid, Comunidad de;Mujeres;71 y más años;2016;78
13 Madrid, Comunidad de;Mujeres;71 y más años;2015;24
13 Madrid, Comunidad de;Mujeres;71 y más años;2014;7
13 Madrid, Comunidad de;Mujeres;71 y más años;2013;12
14 Murcia, Región de;Total;Total ;2019;9.648
14 Murcia, Región de;Total;Total ;2018;9.579
14 Murcia, Región de;Total;Total ;2017;9.594
14 Murcia, Región de;Total;Total ;2016;9.812
14 Murcia, Región de;Total;Total ;2015;8.057
14 Murcia, Región de;Total;Total ;2014;7.827
14 Murcia, Región de;Total;Total ;2013;8.101
14 Murcia, Región de;Total;De 18 a 20 años;2019;777
14 Murcia, Región de;Total;De 18 a 20 años;2018;799
14 Murcia, Región de;Total;De 18 a 20 años;2017;778
14 Murcia, Región de;Total;De 18 a 20 años;2016;849
14 Murcia, Región de;Total;De 18 a 20 años;2015;689
14 Murcia, Región de;Total;De 18 a 20 años;2014;641
14 Murcia, Región de;Total;De 18 a 20 años;2013;641
14 Murcia, Región de;Total;De 21 a 25 años;2019;1.309
14 Murcia, Región de;Total;De 21 a 25 años;2018;1.353
14 Murcia, Región de;Total;De 21 a 25 años;2017;1.356
14 Murcia, Región de;Total;De 21 a 25 años;2016;1.448
14 Murcia, Región de;Total;De 21 a 25 años;2015;1.190
14 Murcia, Región de;Total;De 21 a 25 años;2014;1.108
14 Murcia, Región de;Total;De 21 a 25 años;2013;1.226
14 Murcia, Región de;Total;De 26 a 30 años;2019;1.357
14 Murcia, Región de;Total;De 26 a 30 años;2018;1.324
14 Murcia, Región de;Total;De 26 a 30 años;2017;1.356
14 Murcia, Región de;Total;De 26 a 30 años;2016;1.455
14 Murcia, Región de;Total;De 26 a 30 años;2015;1.163
14 Murcia, Región de;Total;De 26 a 30 años;2014;1.250
14 Murcia, Región de;Total;De 26 a 30 años;2013;1.273
14 Murcia, Región de;Total;De 31 a 35 años;2019;1.394
14 Murcia, Región de;Total;De 31 a 35 años;2018;1.463
14 Murcia, Región de;Total;De 31 a 35 años;2017;1.478
14 Murcia, Región de;Total;De 31 a 35 años;2016;1.499
14 Murcia, Región de;Total;De 31 a 35 años;2015;1.309
14 Murcia, Región de;Total;De 31 a 35 años;2014;1.359
14 Murcia, Región de;Total;De 31 a 35 años;2013;1.538
14 Murcia, Región de;Total;De 36 a 40 años;2019;1.446
14 Murcia, Región de;Total;De 36 a 40 años;2018;1.420
14 Murcia, Región de;Total;De 36 a 40 años;2017;1.432
14 Murcia, Región de;Total;De 36 a 40 años;2016;1.431
14 Murcia, Región de;Total;De 36 a 40 años;2015;1.242
14 Murcia, Región de;Total;De 36 a 40 años;2014;1.246
14 Murcia, Región de;Total;De 36 a 40 años;2013;1.160
14 Murcia, Región de;Total;De 41 a 50 años;2019;2.109
14 Murcia, Región de;Total;De 41 a 50 años;2018;2.021
14 Murcia, Región de;Total;De 41 a 50 años;2017;2.030
14 Murcia, Región de;Total;De 41 a 50 años;2016;2.030
14 Murcia, Región de;Total;De 41 a 50 años;2015;1.637
14 Murcia, Región de;Total;De 41 a 50 años;2014;1.511
14 Murcia, Región de;Total;De 41 a 50 años;2013;1.557
14 Murcia, Región de;Total;De 51 a 60 años;2019;899
14 Murcia, Región de;Total;De 51 a 60 años;2018;848
14 Murcia, Región de;Total;De 51 a 60 años;2017;850
14 Murcia, Región de;Total;De 51 a 60 años;2016;746
14 Murcia, Región de;Total;De 51 a 60 años;2015;597
14 Murcia, Región de;Total;De 51 a 60 años;2014;537
14 Murcia, Región de;Total;De 51 a 60 años;2013;529
14 Murcia, Región de;Total;De 61 a 70 años;2019;285
14 Murcia, Región de;Total;De 61 a 70 años;2018;265
14 Murcia, Región de;Total;De 61 a 70 años;2017;255
14 Murcia, Región de;Total;De 61 a 70 años;2016;267
14 Murcia, Región de;Total;De 61 a 70 años;2015;189
14 Murcia, Región de;Total;De 61 a 70 años;2014;151
14 Murcia, Región de;Total;De 61 a 70 años;2013;144
14 Murcia, Región de;Total;71 y más años;2019;72
14 Murcia, Región de;Total;71 y más años;2018;86
14 Murcia, Región de;Total;71 y más años;2017;59
14 Murcia, Región de;Total;71 y más años;2016;87
14 Murcia, Región de;Total;71 y más años;2015;41
14 Murcia, Región de;Total;71 y más años;2014;24
14 Murcia, Región de;Total;71 y más años;2013;33
14 Murcia, Región de;Hombres;Total ;2019;8.027
14 Murcia, Región de;Hombres;Total ;2018;8.054
14 Murcia, Región de;Hombres;Total ;2017;7.989
14 Murcia, Región de;Hombres;Total ;2016;8.162
14 Murcia, Región de;Hombres;Total ;2015;7.067
14 Murcia, Región de;Hombres;Total ;2014;6.974
14 Murcia, Región de;Hombres;Total ;2013;7.278
14 Murcia, Región de;Hombres;De 18 a 20 años;2019;645
14 Murcia, Región de;Hombres;De 18 a 20 años;2018;665
14 Murcia, Región de;Hombres;De 18 a 20 años;2017;634
14 Murcia, Región de;Hombres;De 18 a 20 años;2016;686
14 Murcia, Región de;Hombres;De 18 a 20 años;2015;593
14 Murcia, Región de;Hombres;De 18 a 20 años;2014;574
